te	gloss	pos	status
తక్కినవి	the rest, the others (from తక్కిన 'remaining')	pronoun — plural, non-human	draft
తిడ్డారేమోనని	fearing that they might scold; from తిట్టు 'to scold'	verb — quotative clause, 'thinking they might scold'	draft
తెచ్చుకున్నాను	I brought/got (for myself) — from తెచ్చుకొను	verb — past, 1sg reflexive	draft
తీసుకురాకుండా	without bringing (him); from తీసుకురావు 'to bring'	verb — negative adverbial participle	draft
వెళ్లాడు	he went/left (from వెళ్లు, to go)	verb — past, 3sg masc	draft
చదవక్ట్లేదు	need not read (from చదవడం, to read + negative necessity)	verb — negative, 'no need to read'	draft
కన్నడంవారే	a Kannada person too (kannaḍaṁ + vāru + emphatic -ē)	noun phrase — honorific plural with emphatic particle	draft
నన్నాను	"""..."" I said (sandhi of -nu + annānu; from anu)"	verb — past, 1sg	draft
పసాద్	Prasad (personal name, speaker label)	name	draft
నీకా	for you? (nīku 'to you' + question marker -ā)	pronoun — dative + interrogative clitic	draft
ఎక్కుతూండగా	while climbing up (from ఎక్కు, to climb)	verb — continuous adverbial participle	draft
పొద్దుగూకటం	sunset, the sun going down (verbal noun)	noun (verbal noun of పొద్దు గూకు)	draft
కొత్తపేట	Kottapeta (locality in Guntur), lit. 'new town'	name — place	draft
చేయించాను	I got (it) done, had (it) made — causative past 1sg of చేయు 'do'	verb — causative past, 1sg	draft
తోపులలో	in the groves/plantations (తోపు, pl. locative)	noun — plural locative	draft
అడ్రసులకు	to the addresses (from అడ్రసు 'address')	noun — dative plural	draft
మీదినించి	from off (the swing)	postposition — ablative of మీద 'on'	draft
ఫ్రర్గాంగు	furlong (OCR-garbled ఫర్లాంగు)	noun	draft
ఇక్యడేకూర్చుందాం	let's sit right here (ఇక్కడే + కూర్చుందాం)	adverb + verb — hortative, 1pl	draft
ఆబూకి	whereabouts/clue (dative; from ఆచూకీ)	noun — dative sg	draft
మీరిద్దరూ	both of you (మీరు + ఇద్దరు)	pronoun phrase — 2pl	draft
ఇచ్చేస్తాను	I will give back/return (from ఇచ్చేయు, completive of ఇచ్చు)	verb — future, 1sg	draft
గిన్నెలకు	for (three) bowls/pans; dative pl. of గిన్నె	noun — dative plural	draft
అయ్యే	that will get done/happen (from అగు/అవు)	verb — relative participle, non-past	draft
చూస్తున్నారా	are (you) looking/waiting? (from చూడు, with ఎదురు = await)	verb — present continuous, 2pl/honorific, interrogative	draft
ఇరవైమూడు	twenty-three	numeral	draft
ఊరికినే	for no reason, without cause	adverb	draft
రేపటినించీ	from tomorrow (onwards); from రేపు 'tomorrow' + నుంచి	noun + postposition (ablative)	draft
గూడారా	you too, come! (కూడా 'also' + రా 'come', imperative)	adverb + verb — imperative, 2sg	draft
భోజనానికి	for the meal; to eat (dative of భోజనం 'meal')	noun — dative singular	draft
అకర్లేదు	is not needed (from అక్కర, need); = అక్కర్లేదు	verb — negative, 3sg neuter	draft
పిలచింది	called (from పిలుచు, to call)	verb — past, 3sg fem/neut	draft
నిర్లక్యం	negligence, neglect (with cheyyaku: don't neglect)	noun (misspelling of నిర్లక్ష్యం)	draft
ఎన్నింటికి	for how many (rupees)? — dative of ఎన్ని 'how many'	interrogative pronoun — dative pl.	draft
పూర్తిచెయ్యవబ్చు	can be completed / one may finish (from పూర్తిచేయు)	verb — potential/permissive	draft
హాస్టల్లో	in the hostel (loc. of హాస్టల్)	noun — locative	draft
నీరజ	Neeraja (woman's name, speaker)	name	draft
తీసుకొస్తున్నారు	is bringing (along); from తీసుకురా/తీసుకొచ్చు	verb — present continuous, honorific 3sg	draft
ఏడుస్తూ	weeping (while crying); from ఏడ్చు	verb — imperfective participle	draft
ఉండవచ్చు	may/might be (auxiliary of possibility); from ఉండు	verb — potential form	draft
ఎవరండీ	who (is he), sir? — polite ఎవరు + ండీ	interrogative pronoun + honorific particle	draft
ట్కొట్లు	tickets (garbled form of టిక్కెట్లు)	noun — plural	draft
సెక్రటరీని	secretary (accusative), from సెక్రటరీ	noun — accusative sg	draft
సింగ్	Singh (part of the name Mehakar Singh)	name	draft
పంపిస్తాను	I will send (from పంపించు, to send)	verb — future, 1sg	draft
తడిసిందో	how it got wet (from తడియు/తడిసి 'to get wet')	verb — past 3sg neut + -ఓ (interrogative/exclamative)	draft
ఆకాయలు	those (unripe) fruits/vegetables; ఆ + కాయలు, pl. of కాయ	noun — plural with demonstrative	draft
వెళ్ళమన్నాను	I told (him) to go; from వెళ్ళు 'go' + అను 'say'	verb — past, 1sg (causative request)	draft
వచ్చావేం	why did you come? (from వచ్చు 'to come' + ఏం)	verb — past, 2sg, with interrogative clitic	draft
వేస్తున్నాను	"I am putting on (a cover); from వేయు ""to put"""	verb — present continuous, 1sg	draft
లేవలేదు	did not get up (from లేచు, to rise)	verb — negative past, 3sg/2sg	draft
ఉన్నాడేమో	he might be (there) — from ఉండు 'to be'	verb — present, 3sg masc + dubitative ఏమో	draft
వంటయింట్లో	in the kitchen (from వంటయిల్లు)	noun — locative	draft
చంపుతుంది	pesters/nags me to death (from చంపు 'to kill')	verb — present-future, 3sg	draft
డే	"""Day"" (English loan, in ""Republic Day"")"	noun (English loanword)	draft
నవంబరు	November (month name)	noun	draft
కుర్చీమీదినించి	from off the chair (కుర్చీ + మీది + నుంచి)	noun + postpositions — ablative	draft
కొనలేదు	did not buy (negative past of కొను, to buy)	verb — negative past, 3sg	draft
కేబేజీ	cabbage (English loanword)	noun	draft
అద్దెకిచ్ళే	for rent, to let (from అద్దెకివ్వు 'to rent out')	verb — relative participle	draft
కట్ట	bundle, bunch (this bundle)	noun	draft
బయళ్దేరుదాం	let's set out/start (from బయలుదేరు)	verb — hortative, 1pl	draft
నరసింహారావు	Narasimha Rao (personal name; speaker's name)	name	draft
తీసుకునే	(that he) takes — relative participle of తీసుకోను 'to take'	verb — relative participle, present/future	draft
అవున	"""yes"" (colloquial for అవును)"	interjection/particle	draft
చూశాం	we looked/waited (from చూచు, to see/look)	verb — past, 1pl	draft
గీతగియ్యి	draw a line (under it), underline — imperative of గీత గియ్యు	verb — imperative, 2sg	draft
బీ			ocr-junk
మాట్లాడావా	did you talk? (from మాట్లాడు, to speak)	verb — past, 2sg, interrogative	draft
రాజీవ్	Rajiv (Rajiv Gandhi)	name	draft
చేస్తాడా	will he do? (interrogative of చేయు, to do)	verb — future, 3sg masc, interrogative	draft
కనుక్కుంటేనే	only if you find out/ask (from కనుక్కొను)	verb — conditional + emphatic -నే, 2sg	draft
కడ్డుంది	ties/makes (garlands) — from కట్టు 'to tie'	verb — habitual present, 3sg	draft
నాకేమీ	to me... anything (నాకు + ఏమీ, in negatives: nothing to me)	pronoun phrase — dative + indefinite	draft
